time (time),v(vdd) (voltage),v(clk) (voltage),v(sig) (voltage),v(en) (voltage),v(rst) (voltage),v(out) (voltage)
0.0,0.82,0.0,0.0,0.0,0.0,2.794298e-07
1e-13,0.82,0.00082,0.0,0.00082,0.0,3.631601e-05
2e-13,0.82,0.00164,0.0,0.00164,0.0,7.112095e-05
4e-13,0.82,0.00328,0.0,0.00328,0.0,0.0001400385
8e-13,0.82,0.00656,0.0,0.00656,0.0,0.0002765523
1.6e-12,0.82,0.01312,0.0,0.01312,0.0,0.0005528819
3.2e-12,0.82,0.02624,0.0,0.02624,0.0,0.001103764
6.4e-12,0.82,0.05248,0.0,0.05248,0.0,0.002168869
1.28e-11,0.82,0.10496,0.0,0.10496,0.0,0.004207735
2.56e-11,0.82,0.20992,0.0,0.20992,0.0,0.008125545
5.12e-11,0.82,0.41984,0.0,0.41984,0.0,0.01473144
1e-10,0.82,0.82,0.0,0.82,0.0,0.01115452
1.0512e-10,0.82,0.82,0.0,0.82,0.0,0.007657212
1.1536e-10,0.82,0.82,0.0,0.82,0.0,0.001113306
1.3584e-10,0.82,0.82,0.0,0.82,0.0,-0.009642207
1.768e-10,0.82,0.82,0.0,0.82,0.0,-0.01957323
2.5872e-10,0.82,0.82,0.0,0.82,0.0,-0.01005894
4.2256e-10,0.82,0.82,0.0,0.82,0.0,0.001788998
7.5024e-10,0.82,0.82,0.0,0.82,0.0,-0.0007737976
1.113187e-09,0.82,0.82,0.0,0.82,0.0,0.0003342789
1.839082e-09,0.82,0.82,0.0,0.82,0.0,-0.0002164261
3.290871e-09,0.82,0.82,0.0,0.82,0.0,0.0001723612
5.1e-09,0.82,0.82,0.0,0.82,0.0,-0.0001419063
5.11e-09,0.82,0.738,0.0,0.82,0.0,-0.0002050055
5.13e-09,0.82,0.574,0.0,0.82,0.0,-0.000282757
5.17e-09,0.82,0.246,0.0,0.82,0.0,-0.0003129184
5.2e-09,0.82,0.0,0.0,0.82,0.0,-0.000235228
5.208e-09,0.82,0.0,0.0,0.82,0.0,-0.0001697953
5.224e-09,0.82,0.0,0.0,0.82,0.0,-6.11725e-05
5.256e-09,0.82,0.0,0.0,0.82,0.0,6.595835e-05
5.32e-09,0.82,0.0,0.0,0.82,0.0,0.000162799
5.448e-09,0.82,0.0,0.0,0.82,0.0,0.0001122563
5.704e-09,0.82,0.0,0.0,0.82,0.0,-6.609256e-05
6.216e-09,0.82,0.0,0.0,0.82,0.0,-4.08513e-06
7e-09,0.82,0.0,0.0,0.82,0.0,1.842435e-05
7.01e-09,0.82,0.0,0.082,0.82,0.0,0.006813096
7.03e-09,0.82,0.0,0.246,0.82,0.0,0.01892428
7.07e-09,0.82,0.0,0.574,0.82,0.0,0.03423029
7.1e-09,0.82,0.0,0.82,0.82,0.0,0.04018461
7.108e-09,0.82,0.0,0.82,0.82,0.0,0.03723658
7.124e-09,0.82,0.0,0.82,0.82,0.0,0.03189145
7.156e-09,0.82,0.0,0.82,0.82,0.0,0.02390379
7.22e-09,0.82,0.0,0.82,0.82,0.0,0.0144115
7.348e-09,0.82,0.0,0.82,0.82,0.0,0.006937889
7.604e-09,0.82,0.0,0.82,0.82,0.0,0.002924165
8.116e-09,0.82,0.0,0.82,0.82,0.0,0.001222887
8.628912e-09,0.82,0.0,0.82,0.82,0.0,0.0009433644
9.654737e-09,0.82,0.0,0.82,0.82,0.0,0.0003290109
1e-08,0.82,0.0,0.82,0.82,0.0,0.0004245156
1.001e-08,0.82,0.082,0.82,0.82,0.0,0.0004715487
1.003e-08,0.82,0.246,0.82,0.82,0.0,0.0005721382
1.007e-08,0.82,0.574,0.82,0.82,0.0,0.0007829781
1.01e-08,0.82,0.82,0.82,0.82,0.0,0.000951483
1.0108e-08,0.82,0.82,0.82,0.82,0.0,0.0009180846
1.0124e-08,0.82,0.82,0.82,0.82,0.0,0.0008407407
1.0156e-08,0.82,0.82,0.82,0.82,0.0,0.0006919112
1.022e-08,0.82,0.82,0.82,0.82,0.0,0.0004117663
1.0348e-08,0.82,0.82,0.82,0.82,0.0,-0.0007367732
1.0604e-08,0.82,0.82,0.82,0.82,0.0,-0.007102489
1.10653e-08,0.82,0.82,0.82,0.82,0.0,0.306856
1.158475e-08,0.82,0.82,0.82,0.82,0.0,0.7639149
1.262365e-08,0.82,0.82,0.82,0.82,0.0,0.8512392
