time (time),v(vdd) (voltage),v(clk) (voltage),v(sig) (voltage),v(en) (voltage),v(rst) (voltage),v(out) (voltage)
0.0,0.82,0.0,0.0,0.0,0.0,7.064894e-07
1e-13,0.82,0.0,0.0,0.0,0.0,6.778424e-07
2e-13,0.82,0.0,0.0,0.0,0.0,6.391365e-07
4e-13,0.82,0.0,0.0,0.0,0.0,5.818254e-07
8e-13,0.82,0.0,0.0,0.0,0.0,5.625687e-07
1.6e-12,0.82,0.0,0.0,0.0,0.0,5.347589e-07
3.2e-12,0.82,0.0,0.0,0.0,0.0,5.51732e-07
6.4e-12,0.82,0.0,0.0,0.0,0.0,5.049765e-07
1.28e-11,0.82,0.0,0.0,0.0,0.0,7.00014e-07
2.56e-11,0.82,0.0,0.0,0.0,0.0,6.30259e-07
5.12e-11,0.82,0.0,0.0,0.0,0.0,8.654238e-07
1.024e-10,0.82,0.0,0.0,0.0,0.0,7.489429e-07
2.048e-10,0.82,0.0,0.0,0.0,0.0,8.885729e-07
4.096e-10,0.82,0.0,0.0,0.0,0.0,6.707252e-07
8.192e-10,0.82,0.0,0.0,0.0,0.0,8.197971e-07
1e-09,0.82,0.0,0.0,0.0,0.0,6.872126e-07
1.01e-09,0.82,0.082,0.0,0.0,0.0,3.158707e-05
1.03e-09,0.82,0.246,0.0,0.0,0.0,8.210075e-05
1.07e-09,0.82,0.574,0.0,0.0,0.0,3.952271e-05
1.1e-09,0.82,0.82,0.0,0.0,0.0,-9.609556e-05
1.108e-09,0.82,0.82,0.0,0.0,0.0,-0.0001455609
1.124e-09,0.82,0.82,0.0,0.0,0.0,-0.0001791236
1.156e-09,0.82,0.82,0.0,0.0,0.0,-5.489205e-05
1.22e-09,0.82,0.82,0.0,0.0,0.0,9.266775e-05
1.348e-09,0.82,0.82,0.0,0.0,0.0,-1.553174e-05
1.565267e-09,0.82,0.82,0.0,0.0,0.0,6.392485e-06
1.852513e-09,0.82,0.82,0.0,0.0,0.0,-7.368433e-06
2e-09,0.82,0.82,0.0,0.0,0.0,8.349897e-06
2.01e-09,0.82,0.82,0.0,0.082,0.0,0.002997479
2.03e-09,0.82,0.82,0.0,0.246,0.0,0.008382281
2.07e-09,0.82,0.82,0.0,0.574,0.0,0.008533108
2.1e-09,0.82,0.82,0.0,0.82,0.0,-0.007854823
2.108e-09,0.82,0.82,0.0,0.82,0.0,-0.01374544
2.124e-09,0.82,0.82,0.0,0.82,0.0,-0.01993865
2.156e-09,0.82,0.82,0.0,0.82,0.0,-0.01229703
2.22e-09,0.82,0.82,0.0,0.82,0.0,0.0007673058
2.348e-09,0.82,0.82,0.0,0.82,0.0,-0.0001780361
2.515209e-09,0.82,0.82,0.0,0.82,0.0,1.832326e-05
2.849627e-09,0.82,0.82,0.0,0.82,0.0,1.586012e-05
3.518462e-09,0.82,0.82,0.0,0.82,0.0,-2.573809e-05
4.856133e-09,0.82,0.82,0.0,0.82,0.0,3.139683e-05
6.1e-09,0.82,0.82,0.0,0.82,0.0,-3.388299e-05
6.11e-09,0.82,0.738,0.0,0.82,0.0,-6.772709e-05
6.13e-09,0.82,0.574,0.0,0.82,0.0,-0.0001094528
6.17e-09,0.82,0.246,0.0,0.82,0.0,-7.924029e-05
6.2e-09,0.82,0.0,0.0,0.82,0.0,-1.983445e-05
6.208e-09,0.82,0.0,0.0,0.82,0.0,4.307596e-05
6.224e-09,0.82,0.0,0.0,0.82,0.0,0.0001327105
6.256e-09,0.82,0.0,0.0,0.82,0.0,0.0001736809
6.32e-09,0.82,0.0,0.0,0.82,0.0,8.245846e-05
6.448e-09,0.82,0.0,0.0,0.82,0.0,-8.133636e-05
6.704e-09,0.82,0.0,0.0,0.82,0.0,9.648823e-06
7e-09,0.82,0.0,0.0,0.82,0.0,1.631014e-05
7.01e-09,0.82,0.0,0.082,0.82,0.0,0.006193127
7.03e-09,0.82,0.0,0.246,0.82,0.0,0.01610525
7.07e-09,0.82,0.0,0.574,0.82,0.0,0.02428675
7.1e-09,0.82,0.0,0.82,0.82,0.0,0.0249311
7.108e-09,0.82,0.0,0.82,0.82,0.0,0.02144037
7.124e-09,0.82,0.0,0.82,0.82,0.0,0.01575995
7.156e-09,0.82,0.0,0.82,0.82,0.0,0.009505403
7.22e-09,0.82,0.0,0.82,0.82,0.0,0.004869805
7.348e-09,0.82,0.0,0.82,0.82,0.0,0.001957304
