time (time),v(vdd) (voltage),v(clk) (voltage),v(sig) (voltage),v(en) (voltage),v(rst) (voltage),v(out) (voltage)
0.0,0.8,0.0,0.0,0.0,0.0,3.624257e-07
1e-13,0.8,0.0008,0.0,0.0008,0.0,3.230185e-05
2e-13,0.8,0.0016,0.0,0.0016,0.0,6.709331e-05
4e-13,0.8,0.0032,0.0,0.0032,0.0,0.000136632
8e-13,0.8,0.0064,0.0,0.0064,0.0,0.0002746355
1.6e-12,0.8,0.0128,0.0,0.0128,0.0,0.0005491266
3.2e-12,0.8,0.0256,0.0,0.0256,0.0,0.001088333
6.4e-12,0.8,0.0512,0.0,0.0512,0.0,0.002140299
1.28e-11,0.8,0.1024,0.0,0.1024,0.0,0.004110728
2.56e-11,0.8,0.2048,0.0,0.2048,0.0,0.007795164
5.12e-11,0.8,0.4096,0.0,0.4096,0.0,0.01208192
1e-10,0.8,0.8,0.0,0.8,0.0,-0.002525326
1.0512e-10,0.8,0.8,0.0,0.8,0.0,-0.0071159
1.1536e-10,0.8,0.8,0.0,0.8,0.0,-0.0144168
1.3584e-10,0.8,0.8,0.0,0.8,0.0,-0.01990526
1.768e-10,0.8,0.8,0.0,0.8,0.0,-0.0110355
2.5872e-10,0.8,0.8,0.0,0.8,0.0,0.001082747
4.2256e-10,0.8,0.8,0.0,0.8,0.0,-0.000308638
6.288827e-10,0.8,0.8,0.0,0.8,0.0,8.494697e-05
1.041528e-09,0.8,0.8,0.0,0.8,0.0,-3.716314e-05
1.866819e-09,0.8,0.8,0.0,0.8,0.0,2.026415e-05
3.5174e-09,0.8,0.8,0.0,0.8,0.0,-1.227804e-05
5.1e-09,0.8,0.8,0.0,0.8,0.0,6.2473e-06
5.11e-09,0.8,0.72,0.0,0.8,0.0,-4.334907e-05
5.13e-09,0.8,0.56,0.0,0.8,0.0,-0.0001182101
5.17e-09,0.8,0.24,0.0,0.8,0.0,-0.0001406331
5.2e-09,0.8,0.0,0.0,0.8,0.0,-0.0001102698
5.208e-09,0.8,0.0,0.0,0.8,0.0,-5.061408e-05
5.224e-09,0.8,0.0,0.0,0.8,0.0,3.656684e-05
5.256e-09,0.8,0.0,0.0,0.8,0.0,9.791428e-05
5.32e-09,0.8,0.0,0.0,0.8,0.0,9.873326e-05
5.448e-09,0.8,0.0,0.0,0.8,0.0,7.018785e-05
5.704e-09,0.8,0.0,0.0,0.8,0.0,-4.566209e-05
6.216e-09,0.8,0.0,0.0,0.8,0.0,-3.775514e-07
7e-09,0.8,0.0,0.0,0.8,0.0,1.264505e-05
7.01e-09,0.8,0.0,0.08,0.8,0.0,0.006294844
7.03e-09,0.8,0.0,0.24,0.8,0.0,0.01669957
7.07e-09,0.8,0.0,0.56,0.8,0.0,0.02635027
7.1e-09,0.8,0.0,0.8,0.8,0.0,0.02713725
7.108e-09,0.8,0.0,0.8,0.8,0.0,0.02348661
7.124e-09,0.8,0.0,0.8,0.8,0.0,0.01742012
7.156e-09,0.8,0.0,0.8,0.8,0.0,0.01033679
7.22e-09,0.8,0.0,0.8,0.8,0.0,0.004890354
7.348e-09,0.8,0.0,0.8,0.8,0.0,0.002886099
7.604e-09,0.8,0.0,0.8,0.8,0.0,0.002942065
7.911024e-09,0.8,0.0,0.8,0.8,0.0,0.002095104
8.525071e-09,0.8,0.0,0.8,0.8,0.0,0.000564059
9.13199e-09,0.8,0.0,0.8,0.8,0.0,0.000538361
1e-08,0.8,0.0,0.8,0.8,0.0,0.0002253245
1.001e-08,0.8,0.08,0.8,0.8,0.0,0.0002702394
1.003e-08,0.8,0.24,0.8,0.8,0.0,0.0003887179
1.007e-08,0.8,0.56,0.8,0.8,0.0,0.0006517396
1.01e-08,0.8,0.8,0.8,0.8,0.0,0.0008085962
1.0108e-08,0.8,0.8,0.8,0.8,0.0,0.0007550803
1.0124e-08,0.8,0.8,0.8,0.8,0.0,0.0006352927
1.0156e-08,0.8,0.8,0.8,0.8,0.0,0.0002825972
1.022e-08,0.8,0.8,0.8,0.8,0.0,-0.001169269
1.0348e-08,0.8,0.8,0.8,0.8,0.0,-0.005378901
1.0604e-08,0.8,0.8,0.8,0.8,0.0,0.05148994
1.087767e-08,0.8,0.8,0.8,0.8,0.0,0.3940024
1.142502e-08,0.8,0.8,0.8,0.8,0.0,0.8071351
1.229857e-08,0.8,0.8,0.8,0.8,0.0,0.7956125
1.32991e-08,0.8,0.8,0.8,0.8,0.0,0.8028427
1.503278e-08,0.8,0.8,0.8,0.8,0.0,0.7976187
1.51e-08,0.8,0.8,0.8,0.8,0.0,0.7991861
1.511e-08,0.8,0.72,0.8,0.8,0.0,0.7991964
1.513e-08,0.8,0.56,0.8,0.8,0.0,0.799199
1.517e-08,0.8,0.24,0.8,0.8,0.0,0.799223
1.52e-08,0.8,0.0,0.8,0.8,0.0,0.7993407
1.5208e-08,0.8,0.0,0.8,0.8,0.0,0.7994487
1.5224e-08,0.8,0.0,0.8,0.8,0.0,0.7996237
1.5256e-08,0.8,0.0,0.8,0.8,0.0,0.7998027
1.532e-08,0.8,0.0,0.8,0.8,0.0,0.7998942
