time (time),v(vdd) (voltage),v(clk) (voltage),v(sig) (voltage),v(en) (voltage),v(rst) (voltage),v(out) (voltage)
0.0,0.82,0.0,0.0,0.0,0.0,1.459567e-05
1e-13,0.82,0.00082,0.0,0.00082,0.0,5.594936e-05
2e-13,0.82,0.00164,0.0,0.00164,0.0,9.118373e-05
4e-13,0.82,0.00328,0.0,0.00328,0.0,0.0001636626
8e-13,0.82,0.00656,0.0,0.00656,0.0,0.0003097004
1.6e-12,0.82,0.01312,0.0,0.01312,0.0,0.0005971833
3.2e-12,0.82,0.02624,0.0,0.02624,0.0,0.001156952
6.4e-12,0.82,0.05248,0.0,0.05248,0.0,0.002241036
1.28e-11,0.82,0.10496,0.0,0.10496,0.0,0.00431514
2.56e-11,0.82,0.20992,0.0,0.20992,0.0,0.008294268
5.12e-11,0.82,0.41984,0.0,0.41984,0.0,0.01530012
1e-10,0.82,0.82,0.0,0.82,0.0,0.01789958
1.0512e-10,0.82,0.82,0.0,0.82,0.0,0.01534088
1.1536e-10,0.82,0.82,0.0,0.82,0.0,0.0103909
1.3584e-10,0.82,0.82,0.0,0.82,0.0,0.00151102
1.768e-10,0.82,0.82,0.0,0.82,0.0,-0.01187547
2.5872e-10,0.82,0.82,0.0,0.82,0.0,-0.01920961
4.2256e-10,0.82,0.82,0.0,0.82,0.0,-0.004739969
7.5024e-10,0.82,0.82,0.0,0.82,0.0,0.001656928
1.285791e-09,0.82,0.82,0.0,0.82,0.0,-0.0008589655
1.980952e-09,0.82,0.82,0.0,0.82,0.0,0.0005511406
3.371272e-09,0.82,0.82,0.0,0.82,0.0,-0.0004060479
5.1e-09,0.82,0.82,0.0,0.82,0.0,0.0003603547
5.11e-09,0.82,0.738,0.0,0.82,0.0,0.0002616748
5.13e-09,0.82,0.574,0.0,0.82,0.0,9.834007e-05
5.17e-09,0.82,0.246,0.0,0.82,0.0,-6.920704e-05
5.2e-09,0.82,0.0,0.0,0.82,0.0,-6.34574e-05
5.208e-09,0.82,0.0,0.0,0.82,0.0,-6.261982e-06
5.224e-09,0.82,0.0,0.0,0.82,0.0,9.086077e-05
5.256e-09,0.82,0.0,0.0,0.82,0.0,0.0002165003
5.32e-09,0.82,0.0,0.0,0.82,0.0,0.0002742234
5.448e-09,0.82,0.0,0.0,0.82,0.0,7.426051e-05
5.704e-09,0.82,0.0,0.0,0.82,0.0,-9.469427e-05
6.216e-09,0.82,0.0,0.0,0.82,0.0,6.362829e-05
6.904823e-09,0.82,0.0,0.0,0.82,0.0,-1.286509e-06
7e-09,0.82,0.0,0.0,0.82,0.0,-1.357754e-06
7.01e-09,0.82,0.0,0.082,0.82,0.0,0.007055974
7.03e-09,0.82,0.0,0.246,0.82,0.0,0.02007927
7.07e-09,0.82,0.0,0.574,0.82,0.0,0.04011217
7.1e-09,0.82,0.0,0.82,0.82,0.0,0.05205234
7.108e-09,0.82,0.0,0.82,0.82,0.0,0.05045613
7.124e-09,0.82,0.0,0.82,0.82,0.0,0.04735445
7.156e-09,0.82,0.0,0.82,0.82,0.0,0.04202766
7.22e-09,0.82,0.0,0.82,0.82,0.0,0.03553175
7.348e-09,0.82,0.0,0.82,0.82,0.0,0.03443409
7.604e-09,0.82,0.0,0.82,0.82,0.0,0.02281399
8.116e-09,0.82,0.0,0.82,0.82,0.0,0.0002150099
8.672103e-09,0.82,0.0,0.82,0.82,0.0,0.003610748
9.73459e-09,0.82,0.0,0.82,0.82,0.0,-0.0003461926
1e-08,0.82,0.0,0.82,0.82,0.0,0.001056426
1.001e-08,0.82,0.082,0.82,0.82,0.0,0.001086314
1.003e-08,0.82,0.246,0.82,0.82,0.0,0.001151939
1.007e-08,0.82,0.574,0.82,0.82,0.0,0.001304582
1.01e-08,0.82,0.82,0.82,0.82,0.0,0.001423757
1.0108e-08,0.82,0.82,0.82,0.82,0.0,0.001379732
1.0124e-08,0.82,0.82,0.82,0.82,0.0,0.00129028
1.0156e-08,0.82,0.82,0.82,0.82,0.0,0.001113841
1.022e-08,0.82,0.82,0.82,0.82,0.0,0.0008918312
1.0348e-08,0.82,0.82,0.82,0.82,0.0,0.0003413208
1.0604e-08,0.82,0.82,0.82,0.82,0.0,-0.004932933
1.1116e-08,0.82,0.82,0.82,0.82,0.0,0.4767542
1.189255e-08,0.82,0.82,0.82,0.82,0.0,0.8715864
1.280202e-08,0.82,0.82,0.82,0.82,0.0,0.7815181
1.431073e-08,0.82,0.82,0.82,0.82,0.0,0.8460614
1.51e-08,0.82,0.82,0.82,0.82,0.0,0.8032352
1.511e-08,0.82,0.738,0.82,0.82,0.0,0.804719
1.513e-08,0.82,0.574,0.82,0.82,0.0,0.8073713
1.517e-08,0.82,0.246,0.82,0.82,0.0,0.8113531
1.52e-08,0.82,0.0,0.82,0.82,0.0,0.8135504
1.5208e-08,0.82,0.0,0.82,0.82,0.0,0.8141041
1.5224e-08,0.82,0.0,0.82,0.82,0.0,0.8151092
1.5256e-08,0.82,0.0,0.82,0.82,0.0,0.8166144
1.532e-08,0.82,0.0,0.82,0.82,0.0,0.818338
1.5448e-08,0.82,0.0,0.82,0.82,0.0,0.8195204
1.5704e-08,0.82,0.0,0.82,0.82,0.0,0.8198988
1.6216e-08,0.82,0.0,0.82,0.82,0.0,0.8200212
1.6902e-08,0.82,0.0,0.82,0.82,0.0,0.8199551
1.805597e-08,0.82,0.0,0.82,0.82,0.0,0.8199896
2e-08,0.82,0.0,0.82,0.82,0.0,0.8199671
2.001e-08,0.82,0.082,0.82,0.82,0.082,0.8200834
2.003e-08,0.82,0.246,0.82,0.82,0.246,0.8202651
2.007e-08,0.82,0.574,0.82,0.82,0.574,0.8203575
2.01e-08,0.82,0.82,0.82,0.82,0.82,0.8201555
2.0108e-08,0.82,0.82,0.82,0.82,0.82,0.8200238
2.0124e-08,0.82,0.82,0.82,0.82,0.82,0.819822
2.0156e-08,0.82,0.82,0.82,0.82,0.82,0.8196336
2.022e-08,0.82,0.82,0.82,0.82,0.82,0.8196993
2.0348e-08,0.82,0.82,0.82,0.82,0.82,0.8201895
2.0604e-08,0.82,0.82,0.82,0.82,0.82,0.8200157
2.1116e-08,0.82,0.82,0.82,0.82,0.82,0.8198497
2.168656e-08,0.82,0.82,0.82,0.82,0.82,0.8200621
2.267139e-08,0.82,0.82,0.82,0.82,0.82,0.8199152
2.382903e-08,0.82,0.82,0.82,0.82,0.82,0.8200198
2.51e-08,0.82,0.82,0.82,0.82,0.82,0.8199467
2.511e-08,0.82,0.738,0.738,0.82,0.82,0.814673
2.513e-08,0.82,0.574,0.574,0.82,0.82,0.8048466
2.517e-08,0.82,0.246,0.246,0.82,0.82,0.7886487
2.52e-08,0.82,0.0,1.987299e-14,0.82,0.82,0.7785322
2.5208e-08,0.82,0.0,0.0,0.82,0.82,0.7797313
2.5224e-08,0.82,0.0,0.0,0.82,0.82,0.7821558
2.5256e-08,0.82,0.0,0.0,0.82,0.82,0.7869317
2.532e-08,0.82,0.0,0.0,0.82,0.82,0.7953888
2.5448e-08,0.82,0.0,0.0,0.82,0.82,0.8071097
2.5704e-08,0.82,0.0,0.0,0.82,0.82,0.8184662
2.6216e-08,0.82,0.0,0.0,0.82,0.82,0.820752
2.681095e-08,0.82,0.0,0.0,0.82,0.82,0.8194705
2.779002e-08,0.82,0.0,0.0,0.82,0.82,0.8202854
2.933431e-08,0.82,0.0,0.0,0.82,0.82,0.8196686
3e-08,0.82,0.0,0.0,0.82,0.82,0.8201091
3.001e-08,0.82,0.082,0.0,0.82,0.82,0.8202062
3.003e-08,0.82,0.246,0.0,0.82,0.82,0.8203461
3.007e-08,0.82,0.574,0.0,0.82,0.82,0.8202896
3.01e-08,0.82,0.82,0.0,0.82,0.82,0.8198981
3.0108e-08,0.82,0.82,0.0,0.82,0.82,0.8197327
3.0124e-08,0.82,0.82,0.0,0.82,0.82,0.8194558
3.0156e-08,0.82,0.82,0.0,0.82,0.82,0.8191819
3.022e-08,0.82,0.82,0.0,0.82,0.82,0.8192587
3.0348e-08,0.82,0.82,0.0,0.82,0.82,0.821199
3.0604e-08,0.82,0.82,0.0,0.82,0.82,0.8267694
3.1116e-08,0.82,0.82,0.0,0.82,0.82,0.281711
3.174789e-08,0.82,0.82,0.0,0.82,0.82,-0.06815047
3.271512e-08,0.82,0.82,0.0,0.82,0.82,0.05195183
3.415957e-08,0.82,0.82,0.0,0.82,0.82,-0.03616773
3.51e-08,0.82,0.82,0.0,0.82,0.82,0.02565968
3.511e-08,0.82,0.738,0.0,0.82,0.82,0.02312194
3.513e-08,0.82,0.574,0.0,0.82,0.82,0.01857573
3.517e-08,0.82,0.246,0.0,0.82,0.82,0.01198454
3.52e-08,0.82,0.0,0.0,0.82,0.82,0.008725479
3.5208e-08,0.82,0.0,0.0,0.82,0.82,0.008106217
3.5224e-08,0.82,0.0,0.0,0.82,0.82,0.006966848
3.5256e-08,0.82,0.0,0.0,0.82,0.82,0.005091255
3.532e-08,0.82,0.0,0.0,0.82,0.82,0.002738082
3.5448e-08,0.82,0.0,0.0,0.82,0.82,0.0006089995
3.5704e-08,0.82,0.0,0.0,0.82,0.82,-0.0001554223
3.6216e-08,0.82,0.0,0.0,0.82,0.82,9.387815e-05
3.6903e-08,0.82,0.0,0.0,0.82,0.82,-1.995355e-05
3.7e-08,0.82,0.0,0.0,0.82,0.82,-4.37479e-06
3.701e-08,0.82,0.0,0.082,0.82,0.82,0.006659693
3.703e-08,0.82,0.0,0.246,0.82,0.82,0.01890342
3.707e-08,0.82,0.0,0.574,0.82,0.82,0.03747776
3.71e-08,0.82,0.0,0.82,0.82,0.82,0.04854066
3.7108e-08,0.82,0.0,0.82,0.82,0.82,0.04698977
3.7124e-08,0.82,0.0,0.82,0.82,0.82,0.04398289
3.7156e-08,0.82,0.0,0.82,0.82,0.82,0.03870173
3.722e-08,0.82,0.0,0.82,0.82,0.82,0.02991667
3.7348e-08,0.82,0.0,0.82,0.82,0.82,0.01669575
3.7604e-08,0.82,0.0,0.82,0.82,0.82,0.002704491
3.8116e-08,0.82,0.0,0.82,0.82,0.82,-0.0005039469
3.894442e-08,0.82,0.0,0.82,0.82,0.82,0.001195356
4e-08,0.82,0.0,0.82,0.82,0.82,-0.0001144825
4.001e-08,0.82,0.082,0.82,0.82,0.82,-1.212041e-05
4.003e-08,0.82,0.246,0.82,0.82,0.82,0.0001707025
4.007e-08,0.82,0.574,0.82,0.82,0.82,0.0003812919
4.01e-08,0.82,0.82,0.82,0.82,0.82,0.0003909453
4.0108e-08,0.82,0.82,0.82,0.82,0.82,0.0003229795
4.0124e-08,0.82,0.82,0.82,0.82,0.82,0.0002138164
4.0156e-08,0.82,0.82,0.82,0.82,0.82,0.0001135509
4.022e-08,0.82,0.82,0.82,0.82,0.82,0.0001562809
4.0348e-08,0.82,0.82,0.82,0.82,0.82,0.0004001339
4.0604e-08,0.82,0.82,0.82,0.82,0.82,0.0004772368
4.1116e-08,0.82,0.82,0.82,0.82,0.82,0.0002893692
4.183631e-08,0.82,0.82,0.82,0.82,0.82,0.0003833283
4.299497e-08,0.82,0.82,0.82,0.82,0.82,0.0002646321
4.51e-08,0.82,0.82,0.82,0.82,0.82,0.0002960074
4.511e-08,0.82,0.738,0.82,0.82,0.82,0.0002247828
4.513e-08,0.82,0.574,0.82,0.82,0.82,0.0001132471
4.517e-08,0.82,0.246,0.82,0.82,0.82,3.658363e-05
4.52e-08,0.82,0.0,0.82,0.82,0.82,8.644167e-05
4.5208e-08,0.82,0.0,0.82,0.82,0.82,0.0001487503
4.5224e-08,0.82,0.0,0.82,0.82,0.82,0.000259243
4.5256e-08,0.82,0.0,0.82,0.82,0.82,0.000412148
