time (time),v(vdd) (voltage),v(clk) (voltage),v(sig) (voltage),v(en) (voltage),v(rst) (voltage),v(out) (voltage)
0.0,0.82,0.0,0.0,0.0,0.0,4.499588e-07
1e-13,0.82,0.0,0.0,0.0,0.0,1.535351e-05
2e-13,0.82,0.0,0.0,0.0,0.0,2.383206e-05
4e-13,0.82,0.0,0.0,0.0,0.0,3.722455e-05
8e-13,0.82,0.0,0.0,0.0,0.0,4.768886e-05
1.6e-12,0.82,0.0,0.0,0.0,0.0,5.056531e-05
3.2e-12,0.82,0.0,0.0,0.0,0.0,4.960852e-05
6.4e-12,0.82,0.0,0.0,0.0,0.0,4.606064e-05
1.28e-11,0.82,0.0,0.0,0.0,0.0,3.992742e-05
2.56e-11,0.82,0.0,0.0,0.0,0.0,2.905654e-05
5.12e-11,0.82,0.0,0.0,0.0,0.0,1.477998e-05
1.024e-10,0.82,0.0,0.0,0.0,0.0,1.515721e-06
2.048e-10,0.82,0.0,0.0,0.0,0.0,-4.707627e-06
4.096e-10,0.82,0.0,0.0,0.0,0.0,-2.144302e-06
8.192e-10,0.82,0.0,0.0,0.0,0.0,2.504929e-07
1e-09,0.82,0.0,0.0,0.0,0.0,1.737217e-06
1.01e-09,0.82,0.082,0.0,0.0,0.0,4.273531e-05
1.03e-09,0.82,0.246,0.0,0.0,0.0,0.0001106955
1.07e-09,0.82,0.574,0.0,0.0,0.0,0.0001018292
1.1e-09,0.82,0.82,0.0,0.0,0.0,-3.1386e-05
1.108e-09,0.82,0.82,0.0,0.0,0.0,-9.729057e-05
1.124e-09,0.82,0.82,0.0,0.0,0.0,-0.0001731049
1.156e-09,0.82,0.82,0.0,0.0,0.0,-0.0001530769
1.22e-09,0.82,0.82,0.0,0.0,0.0,3.300019e-05
1.348e-09,0.82,0.82,0.0,0.0,0.0,4.392257e-05
1.604e-09,0.82,0.82,0.0,0.0,0.0,-2.748679e-05
1.903461e-09,0.82,0.82,0.0,0.0,0.0,1.149085e-05
2e-09,0.82,0.82,0.0,0.0,0.0,4.237198e-07
